,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Broad.phase.of.flight
57771,20041203X01913,Accident,ATL05CA019,2004-11-02,"COLUMBIA, SC",United States,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,Approach
57772,20041105X01763,Accident,MIA05FA020,2004-11-02,"Pembroke Pines, FL",United States,Destroyed,,Rawdon Bros. Aircraft,T1,1.0,Reciprocating,Other Work Use,Takeoff
57774,20041110X01799,Accident,MIA05LA021,2004-11-03,"WEIRSDALE, FL",United States,Substantial,,"J.D. Calhoun, Inc.",Vans ACFT RV6A,1.0,Reciprocating,Personal,Landing
57777,20041110X01801,Accident,MIA05FA024,2004-11-04,"Key West, FL",United States,Destroyed,,Socata,TB 20,1.0,Reciprocating,Personal,Climb
57783,20041203X01920,Accident,DEN05CA021,2004-11-05,"ANGEL FIRE, NM",United States,Substantial,Airplane,Temco,GC-1B,1.0,Reciprocating,Personal,Landing
57784,20041203X01922,Accident,DEN05CA020,2004-11-05,"SANTA ROSA, NM",United States,Substantial,Airplane,Mooney,M20E,1.0,Reciprocating,Personal,Cruise
57785,20041208X01939,Accident,ATL05LA020,2004-11-05,"ATHENS, TN",United States,Substantial,,Franzreb,Loehle 5151 Mustang,1.0,Unknown,Personal,Cruise
57786,20041110X01797,Accident,DFW05LA017,2004-11-05,"S.Timbelier 187, GM",United States,Destroyed,,Bell,206B,1.0,Turbo Shaft,,Cruise
57787,20041108X01778,Accident,DFW05LA016,2004-11-05,"Arcola, TX",United States,Destroyed,,Wilson,Loenslo YMF-80,1.0,Reciprocating,Personal,Takeoff
57788,20041202X01902,Accident,NYC05CA018,2004-11-06,"MILLBROOK, NY",United States,Substantial,Airplane,Kinner,Sportster,1.0,Reciprocating,Personal,Landing
57789,20041123X01852,Accident,DFW05LA023,2004-11-06,"LONGVIEW, TX",United States,Substantial,,Cessna,150M,1.0,Reciprocating,Personal,Descent
57790,20041118X01837,Accident,CHI05LA026,2004-11-06,"ANITA, IA",United States,Substantial,,Bruce,Protech PT2B,1.0,Reciprocating,Personal,Maneuvering
57791,20041109X01792,Accident,CHI05LA023,2004-11-06,"WASTA, SD",United States,Substantial,,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,Approach
57792,20041203X01914,Accident,CHI05CA025,2004-11-06,"CLEVELAND, MO",United States,Substantial,Airplane,"Jabat, Inc.",Avid Flyer,1.0,Reciprocating,Personal,Cruise
57793,20041206X01929,Accident,CHI05CA022,2004-11-06,"MORRIS, IL",United States,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,Standing
57795,20041116X01821,Accident,LAX05FA029,2004-11-06,"Mesa, AZ",United States,Destroyed,,Piper,PA-18-150,1.0,Reciprocating,Personal,Takeoff
57796,20041203X01918,Accident,MIA05CA034,2004-11-07,"FORT PIERCE, FL",United States,Substantial,Airplane,Beech,58,2.0,Reciprocating,Personal,Landing
57797,20041118X01840,Accident,MIA05CA022,2004-11-07,"PIERSON, FL",United States,Substantial,Airplane,Champion,7GCBC,1.0,Reciprocating,Other Work Use,Taxi
57801,20041208X01943,Accident,MIA05LA037,2004-11-08,"SANFORD, FL",United States,Substantial,,Cessna,172N,1.0,Reciprocating,Personal,Landing
57802,20041123X01853,Accident,DFW05LA022,2004-11-08,"EAGLE PASS, TX",United States,Substantial,,Robinson,R22 BETA,1.0,Reciprocating,Other Work Use,Maneuvering
57803,20041206X01927,Accident,ATL05LA022,2004-11-08,"CHAMBLEE, GA",United States,Substantial,,Piper,PA-32-260,1.0,Reciprocating,Personal,Takeoff
57804,20041112X01809,Accident,CHI05FA024,2004-11-08,"Detroit, MI",United States,Destroyed,,Piper,PA-23-250,2.0,Reciprocating,Personal,Takeoff
57805,20041115X01816,Accident,SEA05LA014,2004-11-09,"BOISE, ID",United States,Substantial,,Swearingen,SA226TC,2.0,Turbo Prop,,Approach
57808,20050119X00075,Accident,LAX05CA031,2004-11-10,"NORTH LAS VEGAS, NV",United States,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Business,Approach
57809,20050118X00062,Accident,LAX05CA030,2004-11-10,"RANCHO CORDOVA, CA",United States,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Business,Cruise
57810,20041123X01863,Accident,IAD05LA011,2004-11-10,"CLARKSBURG, WV",United States,Substantial,,Champion,7EC,1.0,Reciprocating,Personal,Taxi
57812,20041119X01844,Accident,LAX05FA032,2004-11-10,"Santa Barbara, CA",United States,Destroyed,,Piper,PA-32R-301T,1.0,Reciprocating,Business,Cruise
57815,20041130X01883,Accident,MIA05LA027,2004-11-12,"OPA LOCKA, FL",United States,Substantial,,Cessna,170A,1.0,Reciprocating,Personal,Landing
57816,20041201X01898,Accident,LAX05LA033,2004-11-12,"APPLE VALLEY, CA",United States,Substantial,,Cessna,210,1.0,Reciprocating,Personal,Approach
57817,20041124X01867,Accident,IAD05FA012,2004-11-12,"Paint Lick, KY",United States,Destroyed,,Cessna,P210,1.0,Reciprocating,Personal,Cruise
57821,20041203X01915,Accident,MIA05LA029,2004-11-13,"EUSTIS, FL",United States,Substantial,,Joseph R. Sirgo,Aquilla,1.0,Reciprocating,Personal,Takeoff
57823,20041119X01842,Accident,DEN05LA024,2004-11-13,"EUREKA, UT",United States,Substantial,,Bell,206B3,1.0,Turbo Shaft,Other Work Use,Maneuvering
57824,20041118X01839,Accident,CHI05LA030,2004-11-13,"OMAHA, NE",United States,Substantial,,Hedge,Bede-4,1.0,Reciprocating,Personal,Approach
57825,20041203X01924,Accident,CHI05CA031,2004-11-13,"SIKESTON, MO",United States,Substantial,Airplane,Piper,PA-28R-201T,1.0,Reciprocating,Personal,Taxi
57826,20041203X01911,Accident,CHI05CA029,2004-11-13,"ST. CLAIR, MI",United States,Substantial,Airplane,Gray,Skybolt,1.0,Reciprocating,Personal,Maneuvering
57827,20041122X01851,Accident,LAX05FA034,2004-11-13,"Lake Havasu, CA",United States,Destroyed,,Beech,A36,1.0,Reciprocating,Personal,Cruise
57828,20041118X01838,Accident,CHI05LA028,2004-11-13,"Milwaukee, WI",United States,,,Saab-Scania Ab (Saab),340B,2.0,Turbo Prop,,Standing
57829,20041124X01869,Accident,SEA05LA016,2004-11-14,"CRESWELL, OR",United States,Substantial,,Hannah,Avid Amphibian,1.0,Reciprocating,Personal,Takeoff
57830,20041123X01859,Accident,NYC05LA017,2004-11-14,"LONDON, KY",United States,Substantial,,Labhart,Kolb Twinstar Mk III,1.0,Reciprocating,Personal,Approach
57831,20041213X01970,Accident,NYC05CA016,2004-11-14,"DELAWARE, OH",United States,Substantial,Airplane,Syreini,Hipps J3 Kitten,1.0,Reciprocating,Personal,Maneuvering
57832,20041119X01845,Accident,MIA05FA028,2004-11-14,"DUBBS, MS",United States,Substantial,,Piper,PA-28R-200,1.0,Reciprocating,Personal,Cruise
57833,20050119X00072,Accident,IAD05LA031,2004-11-14,"GALLOO ISLAND, NY",United States,Substantial,,Enstrom,280C,1.0,Reciprocating,Other Work Use,Maneuvering
57834,20041205X01926,Accident,ATL05LA023,2004-11-14,"SEWANEE, TN",United States,Substantial,,Bellanca,17-31ATC,1.0,Reciprocating,Personal,Landing
57835,20041208X01938,Accident,ATL05CA024,2004-11-14,"WILMINGTON, NC",United States,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,Cruise
57836,20041124X01866,Accident,DFW05FA020,2004-11-14,"San Antonio, TX",United States,Destroyed,,Piper,PA-31-350,2.0,Reciprocating,Personal,Approach
57837,20041116X01819,Accident,DEN05LA023,2004-11-14,"Lyons, CO",United States,Destroyed,,Cessna,152,1.0,Reciprocating,Business,Descent
57843,20050202X00127,Accident,MIA05CA047,2004-11-18,"VICKSBURG, MS",United States,Substantial,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,Landing
57844,20041222X02021,Accident,IAD05CA015,2004-11-18,"BINGHAMTON, NY",United States,Substantial,Airplane,Socata,TB 21-TC,1.0,Reciprocating,Personal,Approach
57845,20041122X01847,Accident,ATL05LA026,2004-11-18,"DUNLAP, TN",United States,Substantial,,"Golden Circle Air, Inc.",T-Bird II,1.0,Reciprocating,Personal,Takeoff
57847,20041213X01978,Accident,LAX05LA038,2004-11-19,"PHOENIX, AZ",United States,Substantial,,Beech,99,2.0,Turbo Prop,,Taxi
57849,20041223X02032,Accident,CHI05CA034,2004-11-19,"LAKEVILLE, MN",United States,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,Landing
57850,20041221X02017,Accident,ATL05CA027,2004-11-19,"HUNTSVILLE, AL",United States,Substantial,Airplane,Beech,A36TC,1.0,Reciprocating,Personal,Approach
57852,20041124X01865,Accident,DEN05LA028,2004-11-20,"LAS CRUCES, NM",United States,Substantial,,Farrell,Lancair LC3,1.0,Reciprocating,Personal,Takeoff
57853,20041220X02009,Accident,NYC05LA024,2004-11-21,"MARTINSBURG, WV",United States,Substantial,,Cessna,172R,1.0,Reciprocating,Personal,Landing
57854,20041130X01881,Accident,NYC05LA020,2004-11-21,"RAPPAHANNOCK AC, VA",United States,Substantial,,Unknown,Sky Raider,1.0,Reciprocating,Personal,Maneuvering
57856,20050111X00031,Accident,MIA05CA032,2004-11-21,"ZEPHYRHILLS, FL",United States,Substantial,Airplane,Cessna,172B,1.0,Reciprocating,Personal,Other
57857,20041201X01896,Accident,IAD05LA013,2004-11-21,"RUPERT, WV",United States,Substantial,,Cessna,172E,1.0,Reciprocating,Business,Cruise
57858,20041203X01925,Accident,CHI05CA035,2004-11-21,"ANDERSON, IN",United States,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,Landing
57859,20041217X02002,Accident,CHI05CA032,2004-11-21,"OCONOMOWOC, WI",United States,Substantial,Airplane,Olson,Sonex,1.0,Reciprocating,Personal,Cruise
57861,20041130X01887,Accident,SEA05LA017,2004-11-21,"Emmett, ID",United States,Destroyed,,Trikes,GTE 503 SL,1.0,Reciprocating,Personal,Maneuvering
57864,20041203X01917,Accident,MIA05LA033,2004-11-22,"COCOA BEACH, FL",United States,Substantial,,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,Maneuvering
57867,20041130X01892,Accident,CHI05LA033,2004-11-23,"COLUMBIA, IL",United States,Substantial,,Cessna,150H,1.0,Reciprocating,Personal,Approach
57868,20041210X01968,Accident,NYC05FA021,2004-11-24,"PAEONIAN SPRING, VA",United States,Substantial,,Cessna,310R,2.0,Reciprocating,Personal,Approach
57869,20041213X01976,Accident,LAX05LA040,2004-11-24,"PRESCOTT, AZ",United States,Substantial,,Piper,PA-22-160,1.0,Reciprocating,Personal,Landing
57870,20041223X02031,Accident,CHI05CA036,2004-11-24,"DAVEY, NE",United States,Substantial,Airplane,Spaulding,Tailwind W-8,1.0,Reciprocating,Personal,Cruise
57871,20041222X02023,Accident,IAD05CA018,2004-11-25,"YORK, PA",United States,Substantial,Airplane,Piper,PA 28-181,1.0,Reciprocating,Personal,Takeoff
57872,20041201X01897,Accident,DFW05LA025,2004-11-25,"HUNTSVILLE, TX",United States,Substantial,,Wingo,Long-Ez,1.0,Reciprocating,Personal,Descent
57873,20041203X01916,Accident,MIA05FA035,2004-11-25,"Kilmichael, MS",United States,Destroyed,,Cessna,195,1.0,Reciprocating,Personal,Maneuvering
57874,20041202X01906,Accident,LAX05FA041,2004-11-25,"Corona, CA",United States,Destroyed,,Cessna,411,2.0,Reciprocating,Personal,Takeoff
57875,20041229X02039,Accident,NYC05CA023,2004-11-26,"APPOMATTOX, VA",United States,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,Approach
57876,20041201X01895,Accident,NYC05LA022,2004-11-27,"DUANESBURG, NY",United States,Substantial,,Cessna,182E,1.0,Reciprocating,Other Work Use,Takeoff
57877,20041222X02022,Accident,IAD05LA017,2004-11-27,"STERLING, MA",United States,Substantial,,Chumsae,Kitfox Speedster,1.0,Reciprocating,Personal,Cruise
57883,20041201X01900,Accident,LAX05LA042,2004-11-28,"BIG PINE, CA",United States,Substantial,,Piper,PA-22-108,1.0,Reciprocating,Personal,Cruise
57884,20041130X01891,Accident,CHI05LA037,2004-11-28,"BELLE PLAINE, MN",United States,Substantial,,Cessna,172H,1.0,Reciprocating,Personal,Descent
57885,20041203X01919,Accident,DEN05MA029,2004-11-28,"Montrose, CO",United States,Destroyed,,Canadair,CL-600-2A12,2.0,Turbo Fan,,Takeoff
57888,20041206X01928,Accident,DEN05LA030,2004-11-29,"EAGLE, CO",United States,Substantial,,Gulfstream Aerospace,G-IV,2.0,Turbo Fan,Executive/corporate,Landing
57889,20041130X01886,Accident,ATL05LA031,2004-11-29,"SMYRNA, TN",United States,Substantial,,Cessna,172K,1.0,Reciprocating,Personal,Approach
57890,20041213X01971,Accident,NYC05LA025,2004-11-30,"PHILADELPHIA, PA",United States,Substantial,,Mitsubishi,MU-2B-60,2.0,Turbo Prop,,Takeoff
57895,20041208X01951,Accident,NYC05FA026,2004-12-01,"TETERBORO, NJ",United States,Substantial,,Gulfstream Aerospace,G-IV,2.0,Turbo Fan,,Approach
57897,20041202X01903,Accident,DFW05LA026,2004-12-01,"GRANBURY, TX",United States,Substantial,,Piper,PA-24-250,1.0,Reciprocating,Business,Takeoff
57899,20050104X00011,Accident,CHI05CA039,2004-12-01,"LEE'S SUMMIT, MO",United States,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,Approach
57900,20041222X02020,Accident,IAD05LA022,2004-12-02,"PETERSBURG, VA",United States,Substantial,,Cessna,414,2.0,Reciprocating,Executive/corporate,Approach
57901,20041207X01932,Accident,MIA05LA036,2004-12-02,"Milton, FL",United States,Destroyed,,Piper,PA-28-180,1.0,Reciprocating,Personal,Takeoff
57902,20041207X01930,Accident,ATL05FA032,2004-12-02,"Apison, TN",United States,Destroyed,,Cessna,421B,2.0,Reciprocating,Business,Takeoff
57903,20041220X02008,Accident,NYC05LA027,2004-12-03,"WILMONT, OH",United States,Substantial,,Close,Air Command,1.0,Reciprocating,Personal,Maneuvering
57904,20041230X02042,Accident,CHI05CA040,2004-12-03,"BELLE FOURCHE, SD",United States,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,Landing
57905,20041220X02012,Accident,SEA05LA024,2004-12-04,"HERMISTON, OR",United States,Substantial,,Maule,MX-7-235,1.0,Reciprocating,Personal,Landing
57906,20041208X01947,Accident,MIA05FA040,2004-12-04,"N. MIAMI BEACH, FL",United States,Substantial,,Convair Div. Of Gen. Dynamics,340,2.0,Reciprocating,,Climb
57907,20041208X01940,Accident,MIA05CA041,2004-12-04,"HOLLY SPRINGS, MS",United States,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,Go-around
57911,20050113X00048,Accident,CHI05CA041,2004-12-04,"ATLANTIC, IA",United States,Substantial,Airplane,Piper,PA-30,1.0,Reciprocating,Personal,Cruise
57912,20041209X01964,Accident,SEA05FA023,2004-12-04,"Belgrade, MT",United States,Destroyed,,Cirrus Design Corp.,SR22,1.0,Reciprocating,Personal,Maneuvering
57915,20041208X01942,Accident,DFW05LA030,2004-12-05,"PINE BLUFF, AR",United States,Substantial,,Dassault-Breguet,Falcon 20,2.0,Turbo Fan,Business,Landing
57916,20041210X01966,Accident,SEA05FA022,2004-12-05,"Renton, WA",United States,Destroyed,,Cessna,185F,1.0,Reciprocating,Personal,Takeoff
57917,20041214X01984,Accident,DFW05FA028,2004-12-05,"Hammond, LA",United States,Destroyed,,Piper,PA-28-180,1.0,Reciprocating,Personal,Maneuvering
57919,20041210X01965,Accident,SEA05LA026,2004-12-06,"SPANAWAY, WA",United States,Substantial,,Cessna,140,1.0,Reciprocating,Personal,Approach
57922,20041209X01963,Accident,SEA05FA025,2004-12-06,"Bellevue, ID",United States,Destroyed,,Cessna,208B,1.0,Turbo Prop,,Approach
57924,20050104X00014,Accident,LAX05CA044,2004-12-07,"AMADO, AZ",United States,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Personal,Approach
57925,20041214X01985,Accident,NYC05FA028,2004-12-07,"Vandalia, OH",United States,Destroyed,,Piper,PA-31-350,2.0,Reciprocating,,Approach
57926,20041217X02005,Accident,LAX05FA045,2004-12-07,"Flagstaff, AZ",United States,Destroyed,,Cessna,T310R,2.0,Reciprocating,,Takeoff
57928,20041216X01995,Accident,DEN05FA032,2004-12-07,"Montgomery, TX",United States,Destroyed,Airplane,Beech,A45,1.0,Reciprocating,Business,Maneuvering
57932,20041213X01979,Accident,DFW05LA031,2004-12-08,"TULSA, OK",United States,Substantial,,Beech,B200,2.0,Turbo Prop,Business,Approach
57933,20041215X01993,Accident,LAX05FA046,2004-12-08,"Meadview, AZ",United States,Destroyed,,Cessna,T207A,1.0,Reciprocating,Other Work Use,Cruise
57934,20041227X02034,Accident,DFW05LA033,2004-12-09,"FABENS, TX",United States,Substantial,,Mooney,M20F,1.0,Reciprocating,Business,Cruise
57935,20041214X01986,Accident,DFW05FA032,2004-12-09,"ZACHARY, LA",United States,Substantial,,Hughes,369D,1.0,Turbo Shaft,Other Work Use,Maneuvering
57937,20050104X00009,Accident,CHI05FA042,2004-12-09,"GLENWOOD, MN",United States,Substantial,,Piper,PA-32R-301T,1.0,Reciprocating,Personal,Approach
57938,20041230X02041,Accident,ATL05FA034,2004-12-09,"PELZER, SC",United States,Substantial,,Diamond Aircraft,DA40-180,1.0,Reciprocating,Business,Approach
57939,20050120X00084,Accident,CHI05CA043,2004-12-10,"WILLISTON, ND",United States,Substantial,Airplane,Bellanca,14-19,1.0,Reciprocating,Personal,Takeoff
57941,20041215X01992,Accident,DFW05LA034,2004-12-10,"Bay View, TX",United States,Destroyed,,Beech,BE-200,2.0,Turbo Prop,,Takeoff
57942,20041221X02013,Accident,DEN05FA034,2004-12-10,"Englewood, CO",United States,Destroyed,,Mitsubishi,MU-2B-60,2.0,Turbo Prop,,Takeoff
57944,20041217X02004,Accident,LAX05LA049,2004-12-11,"LOS ANGELES, CA",United States,Substantial,,Robinson,R22B,1.0,Reciprocating,Personal,Cruise
57945,20041213X01973,Accident,DEN05LA035,2004-12-12,"MONTE VISTA, CO",United States,Substantial,,Piper,J3C-65,1.0,Reciprocating,Personal,Maneuvering
57946,20041215X01994,Accident,DFW05LA037,2004-12-12,"Morris, OK",United States,Destroyed,,Crosley,Christen Eagle II,1.0,Reciprocating,Personal,Maneuvering
57948,20050114X00051,Accident,LAX05CA052,2004-12-13,"SANTA BARBARA, CA",United States,Substantial,Airplane,Classic Aircraft Corp.,Waco YMF,1.0,Reciprocating,Personal,Landing
57950,20041216X01999,Accident,CHI05LA045,2004-12-14,"SOUTH BEND, IN",United States,Substantial,,Pilatus,PC-12/45,1.0,Turbo Prop,Executive/corporate,Climb
57951,20050105X00017,Accident,ANC05LA018,2004-12-14,"SLEETMUTE, AK",United States,Substantial,,Piper,PA-28-140,1.0,Reciprocating,Personal,Cruise
57953,20041220X02007,Accident,DFW05FA038,2004-12-14,"Abita Springs, LA",United States,Destroyed,,Cessna,T210N,1.0,Reciprocating,Personal,Cruise
57956,20050518X00628,Accident,ANC05LA068,2004-12-15,"UTOPIA, AK",United States,Substantial,,Piper,PA-31-350,2.0,Reciprocating,,Landing
57960,20041222X02025,Accident,MIA05LA043,2004-12-17,"LAKELAND, FL",United States,Substantial,,Cessna,172S,1.0,Reciprocating,Personal,Landing
57961,20050119X00076,Accident,DFW05CA042,2004-12-17,"GORDONVILLE, TX",United States,Substantial,Airplane,Ohlemeier/Stratton,RV-7A,1.0,Reciprocating,Personal,Landing
57963,20041222X02028,Accident,DFW05LA043,2004-12-17,"Slaton, TX",United States,Destroyed,,Akers Douglas,RA40 Defiant,2.0,Reciprocating,Personal,Takeoff
57964,20041221X02018,Accident,DFW05FA040,2004-12-17,"Ship Shoal 130E, GM",United States,Destroyed,,Bell,407,1.0,Turbo Shaft,,Maneuvering
57966,20050114X00053,Accident,SEA05CA027,2004-12-18,"EVERETT, WA",United States,Substantial,Airplane,Breit,Zodiac (CH-601-HDS),1.0,Reciprocating,Personal,Takeoff
57968,20050317X00326,Accident,LAX05LA036,2004-12-18,"JEAN, NV",United States,Substantial,,Piper,PA-28-180,1.0,Reciprocating,Personal,Cruise
57969,20060303X00264,Accident,IAD05CA025,2004-12-18,"WHEELING, WV",United States,Substantial,Airplane,"Smith, Ted Aerostar",601P,2.0,Reciprocating,,Landing
57970,20041222X02026,Accident,DEN05LA041,2004-12-18,"STEAMBOAT SPNGS, CO",United States,Substantial,,Arctic Aircraft Company Inc,S-1B2,1.0,Reciprocating,Personal,Climb
57971,20041221X02014,Accident,DEN05LA039,2004-12-18,"SALT LAKE CITY, UT",United States,Substantial,,Raytheon Aircraft Company,C90A,2.0,Turbo Prop,Business,Takeoff
57972,20041227X02035,Accident,LAX05FA054,2004-12-19,"LA MIRADA, CA",United States,Substantial,,Cessna,182P,1.0,Reciprocating,Personal,Approach
57973,20041221X02019,Accident,DFW05LA041,2004-12-19,"TEXAS CITY, TX",United States,Substantial,,American Champion Aircraft,8KCAB,1.0,Reciprocating,Personal,Maneuvering
57975,20050120X00085,Accident,DEN05CA040,2004-12-19,"ALBUQUERQUE, NM",United States,Substantial,Airplane,Daniels,Vans RV-8,1.0,Reciprocating,Personal,Landing
57976,20041223X02029,Accident,SEA05TA028,2004-12-20,"TERRETON, ID",United States,Substantial,,Christen Industries,A-1,1.0,Reciprocating,Public Aircraft,Maneuvering
57977,20050111X00033,Accident,NYC05LA038,2004-12-20,"PROVIDENCE, RI",United States,Substantial,,Mcdonnell Douglas Aircraft Co,MD-82,2.0,Turbo Fan,,Taxi
57979,20041223X02033,Accident,DFW05LA045,2004-12-21,"HENDERSON, TX",United States,Substantial,,Cessna,421C,2.0,Reciprocating,Personal,Taxi
57980,20050114X00054,Accident,SEA05CA029,2004-12-22,"EVERETT, WA",United States,Substantial,Airplane,Beech,58TC,2.0,Reciprocating,Personal,Landing
57982,20050112X00039,Accident,NYC05CA031,2004-12-22,"WAYNESBORO, VA",United States,Substantial,Airplane,Flight Design,CT-2K,1.0,Reciprocating,Personal,Landing
57983,20050114X00055,Accident,SEA05CA030,2004-12-23,"WENATCHEE, WA",United States,Substantial,Airplane,Fairchild,24W-41A,1.0,Reciprocating,Personal,Landing
57984,20050317X00325,Accident,LAX05LA101,2004-12-23,"WAIALUA, HI",United States,Substantial,,Schweizer,SGS 1-26B,0.0,,Personal,Landing
